@~f–rakegtaq	one that Vs quickly	sarakegtaq ‘a person that does things quickly’ (from sa- ‘to do’)
@~f+vik	place to V; time to V (esp. in month names)	inivik ‘place to hang things’ (from ini- ‘to hang’); neghvik ‘place to eat’ (from negh<e>- ‘to eat’); taaqfik ‘stopping place’ (from taaqe- ‘to stop’); kaatfik ‘place to arrive’ (from kaate- ‘to arrive’); ingaghfik ‘place to lie down’ (from ingaghte- ‘to lie down’); qavaghvik ‘place to sleep’ (from qavagh- ‘to sleep’); yughaghvik ‘church’ (from yughagh- ‘to pray’); igaghvik ‘school, writing place’ (from igagh- ‘to write’); iteghvik ‘entrance’ (from itegh- ‘to enter’); meghtaghvik ‘well or other place to get water’ (from meghtagh- ‘to get water’); nalugvik ‘airfield, site where birds land’ (from nalug- ‘to land from the air’); nuuvik or nuufik ‘eye of needle, eyelet’ (from nuuve- ‘to thread’); qungughvik ‘cemetary’ (from qungugh- ‘to bury’); sughmavik ‘checkerboard, or checkerboard-patterned material’ (from sughma- ‘to play checkers or chess’); ulimavik ‘workshop, factory’ (from ulima- ‘to make’); in addition, many month names contain this postbase, for example: Palighvik ‘August, September’ (from paligh- ‘to turn autumn colors (of vegetation)’
@~f+yagh-1	to go somewhere in order to V; to go V-ing; to go to celebrate N; to hunt N	inghuyaghtuq ‘he went to pick berries’; (from inghu- ‘to pick berries’); Santiyaghtuq ‘he went to Sunday service’; (from Santi ‘Sunday service’); qawaagyaghtuq ‘he went bird hunting’; (from qawaak ‘bird’); ukazighyaghtuq ‘he went rabbit (hare) hunting’ (from ukaziq ‘rabbit (hare)’); Kusmeyaghtuq ‘he went home for Christmas’; (from Kusmae ‘Christmas’); movie-yaghtuq ‘he went to a movie’; igaghyaghtuq ‘he went to school; he is attending school’ (from igagh- ‘to write’); lluuquyaghtuq ‘he went hunting with a sling’ (from lluuqu- ‘to use a sling’); neghsaghyaghtuq ‘he is hunting seal’ (from neghsaq ‘seal’); ayveghyaghtuq ‘he is hunting walrus’ (from ayveq ‘walrus’); kaviighyaghtuq ‘he is hunting fox’ (from kaviiq ‘fox’); quyngighyaghtuq ‘he went after reindeer’ (from quyngiq ‘reindeer’); Aghnaghaghyaget pagunghaghyaamalghiit. ‘Lots of girls went out picking berries.’ (from pagunghaq ‘berry’) (UNGAZ. UNGIP. 71)
@~f+yagh-2	to V but …; to V in vain; to V without the desired results	inghuyaghyaghtuq ‘he went to pick berries, but it  didn't work out as planned or as desired’ (from inghu- ‘to pick berries ‘); Nutaan neghnaqsaghtuq ighlegutaa. ‘In vain he tried to eat , but he [his father] refused to give anything to him.’ (from neghnaqe- ‘to be going to eat’) (UNGIPAGHAGH. 67); also occurs in the marker of the “participial oblique” verb mood; cf. -kaayagh-
@~f+yaghaq	device for V-ing; place for V-ing	non-productive; qiivyaghaq ‘bend in trail’ (from qiive- ‘to turn’); nugyaghaq or nungyaghaq ‘tunnel entrance to semi-subterranean house’ (from root nuge-, as in nuug- ‘to come to the surface’); nevyaghaq ‘baleen strip used for fishing line’ (from neve- ‘to cling’); tevyaghaq ‘mountain pass’ (from teve- ‘to go over’)
@~f+yaghqaq	something that will V or be V-ed	inghuyaghqat ‘berries to be picked’ (from inghu- ‘to pick berries’); neghyaghqaq ‘something to eat’ (from negh<e>- ‘to eat’); tuqusaghqaq ‘something to kill’ (from tuqute- ‘to kill’); qavaghyaghqaq ‘someone who will sleep’ (from qavagh- ‘to sleep’); laagyaghqaq ‘that which will be dug’ (from laag- ‘to dig’); igaghyaghqaq ‘paper, writing paper’ (from igagh- ‘to write’)
@~f–yu1	one who is good at V-ing	atuyu ‘a good singer’, atuyunguuq ‘he is a good singer’ (from atugh- ‘to sing’)
@~f–yu-2	to be good at V-ing; to generally V well	atuyuuq ‘he sings well’ (from atugh- ‘to sing’)
@~f+yuggaaq	first one to V	quyngighniighteksuggaaghet ‘the first population to have reindeer herders’ (from quyngighniighteke- ‘to have (as one’s) reindeer herder’) (SIVUQ. UNGIP. 21); = -yuwhaaq
@~f+yuke-1	to feel V toward; to V toward	used with emotional roots (equivalent in meaning to ~–ke-2) and certain other verb bases; yimiyukaa ‘he feels intimidated by her’ (alternative to yimikaa; from emotional root yimi- ‘intimidated’); ineqsukaa ‘he finds it (baby) attractive’ (from the root ineqe- as in iinqe- ‘to coo a baby’); nenglaghyukaa ‘he laughed at it’ (from nenglagh- ‘to laugh’); piyukaa ‘he wants it, likes it’ (from pi- ‘to do, act’)
@~f+yuke-2	to think that one is V-ing or has V-ed	used only in narratives (?); this a “compound verbal” postbase
@~f–yuqaq	one who is good at V-ing; proficient V-er	kakiyuqaq ‘one who is good at sewing’ (from kaki- ‘to sew’); aghvengyuqaq ‘one who is good at catching whales’ (from aghvenge- ‘to catch whales’); neqengyuqaq ‘one who is good at getting food’ (from neqenge- ‘to get food’)
@~f+yuwhaaq	first one to V	Dr. Jackson yusqughhaaguq piinlighiyuwhaaghtevut ugpeghmeng, maakenllu quyngimeng. ‘Dr. Jackson was a little man, the first one to intruduce us to Christianity and from then to reindeer (herding).’ (from piinlighi- ‘to provide a beginning, to introduce’) (SIVUQ. NANGAGH. 2:50); pangeghsuwhaalqa ‘my first trip to Chukotka’; = -yuggaaq
-ggalek	how V it is!; how much N it has!	see ~sf–ghhalek
–ghqe-1	to divide into N groups	used with numerical words; maalghughqut ‘they divided into two groups’ (from maalghuk ‘two’); Aqelqaghniighet apeghiineghmeggni enraq kalleghteghllaneghmeggni pingayughqelluteng. ‘After the competitive events with the guests there were big, exciting ball games in three different places.’ (from pingayut ‘three’) (SIVUQ. NANGAGH. 2:138)
–ghqe-3	to cause to V	probably non-productive; aqnighqaa ‘he caused her to be in pain, hurt her’ (from aqnigh- ‘to be in pain’); kakeggmillaghqaa ‘he gave her a nosebleed’ (from kakegte- ‘to have a nosebleed’ and an intervening postbase); neghqaa ‘he fed it’ (from negh<e>- ‘to eat’)
-ghwaagh-1	to diligently V; to thoroughly V; to V at the proper time	see ~–(ghw/ngw/w)aagh-1
-ghwaagh-2	to V in a non-serious way; to pretend to V; to V for something other than the usual purpose; to play at V-ing	see ~–(ghw/ngw/w)aagh-2
~–(ghw/ngw/w)aagh-1	to diligently V; to thoroughly V; to V at the proper time; to V attentively	ngw is used with vowel-ending bases; inghungwaaghtuq ‘he's picking berries carefully and thoroughly’ (from inghu- ‘to pick berries’); ghw is used with gh-ending bases;  qepghaghwaaghtuq ‘he's working diligently’ (from qepghagh- ‘to work’); w is used with g-ending bases; aallwaaghtuq ‘he's sweeping diligently and thoroughly’ (from alleg- ‘to sweep’); pangalwaaghtuq ‘it is running around (on four legs)’ (from pangaleg- ‘to run (on four legs)’); Igaghyamun apeghtughistengughtengngwaaghluni Uugsima esghaghyaqevut. ‘Uugsima, who we had seen (back then), had, in time, become teacher in the school.’ (PANGEGH. 36); underlyingly  this postbase is ~–(ng)uagh-; contrast this postbase with -(ghw/ngw/w)aagh-2, which despite being homophonous has almost the opposite meaning
~–(ghw/ngw/w)aagh-2	to V in a non-serious way; to pretend to V; to V for something other than the usual purpose; to play at V-ing	inghungwaaghtuq ‘he played at picking berries’ (from inghu- ‘to pick berries’); esghaghwaaghtuq ‘he had visions or halucinations’ (from esghagh- ‘to see’); igaghwaaghtuq ‘he scribbled’ (from igagh- ‘to write’); underlyingly this postbase is  ~–(ng)uagh-; contrast this postbase with -(ghw/ngw/w)aagh-1, which despite being homophonous has almost the opposite meaning
@~–(g)kae	the one(s) possessor is V-ing	used only with possessed endings; tuguken ‘the one you are taking’ (from tugu- ‘to take’); neghyuken ‘the one you want to eat’ (from neghyug- ‘to want to eat’); esghaqen ‘the one you see’ (from esghagh- ‘to see’); g of this postbase is used with bases that end in e: kuuvegken ‘the one you are spilling’ (from kuuve- ‘to spill’; but kuufken may also be possible); te preceded by consonant usually does not take g: amqeghteken ‘the one you are biting’ (from amqeghte- ‘to bite’; but amqeghtegken is also possible); non-negative te preceded by a vowel usually becomes t or s: tuqusken or tuqutken ‘the one you are killing’ (from tuqute- ‘to kill’; but tuqutegken is also possible); negative te becomes l: neghenrilken ‘the one you are not eating’ (from neghenghite- ‘to not eat’); g is inserted before the ending -ka: esghaqegka ‘the one I see’; e of this postbase becomes a before ng: esghaqanga ‘the one he sees’;the morpheme that constitutes this postbase also constitutes the marker of a certain transitive (participial) verb mood with present (?) time implication, for example: esghaqen ‘you see it’ (as well as ‘the one you see’); esghaqegka ‘I see it’ (as well as ‘the one I see’); esghaqanga ‘he sees it’ (as well as ‘the one he sees’); esghaqanganga ‘he sees me’; esghaqangaten ‘he sees you’; esghaqevnga ‘you see me’; esghaqemken ‘I see you’; piniqenghilkanga ‘he doesn’t like him’ (as well as ‘the one he doesn’t like’) (from piniqenghite- ‘to not like’); neghegkeka ‘I am eating it’ (as well as ‘the one I am eating’) (from negh<e>- ‘to eat’); tuqutkanga or tuquskanga ‘he is killing it’ (as well as ‘the one I he is killing’)
~–(g)kaq	one that has V-ed; one that has been V-ed	inghukaq ‘picked berry; one who has picked berries’ (from inghu- to pick berries); kuuvegkaq or kuufkaq ‘something that has spilled’ (from kuuve- ‘to spill’); taaqegkaq ‘someone who has quit’ (from taaqe- ‘to quit’); neghegkaq or neqaq ‘someone who has eaten; something that has been eaten’ (from negh<e>- ‘to eat’); tuqutkaq or tuquskaq ‘something killed’ (from tuqute- ‘to kill’); ingaghtekaq ‘one who has lain down’ (from ingaghte- ‘to lie down’); qavaqaq ‘one who has slept’ (from qavagh- ‘to sleep’); laakaq ‘one who has dug; something dug; a hole in the ground, snow or ice’ (from laag- ‘to dig’); ayghiqaq ‘something that has become set a certain way’ (from ayghigh- ‘to become set’); the morpheme that constitutes this postbase also constitutes the marker of a certain (participial) verb mood with a past time implication: qavaqaq ‘he slept’ (as well as ‘the one who slept’), qavaqanga ‘I slept’, qavaqakut ‘we slept’ (from qavagh- ‘to sleep’); esghaqan ‘you saw it’ (as well as ‘the thing you saw’), esghaqamken ‘I saw you’, esghaqaghpenga ‘you saw me’ (from esghagh- ‘to see’); cf. postbase -aq
~–(g)kayuk	one that V-s readily; one who is able to V	aghulakayuguk ‘one who is able to dance’ (from aghula- ‘to dance’)
–gneq	N (number) of things; N (number) of groups	used with a plural ending and therefore realized as –gneghet, –gneghneng, etc.; used on number bases from ‘two’ (in the form malghu, not maalghu) on up, to indicate the number of things, the noun for which is used in the plural or dual even for a single entitity, or to indicate the number of groups (such as families); note that the g of this postbase always stays as g; Malghugneghet siifluki unkuset ataasikaghsimalghiit kaviighmeng. ‘Setting two traps, [they] caught [one] fox.’ (SLI JR. DICT. 151; note that dual, unkusek, is used for one ‘trap’); Pingayugneghet angyat. ‘[There were] three boats with crew.’ (SIVUQ. NANGAGH. 3:122; note that plural, angyat, is used for one ‘boat with crew’); Naaka pingayugneghneng qiipaghalek. ‘My mother had three cloth cover parkas.’ (SULUWET 13; note that dual, qiipaghaak, is used for one ‘cloth cover parka’); Taakwagun, qamiyet malghugneghet, … ‘[For that first trip here] two sleds [were used], …’ (SIVUQ. NANGAGH. 2:156; note that dual, qamiyek, is used for one ‘sled’); Taakut Pugughileghmelnguut Agaankutlu, Anagutaankutlu malghugneghet. ‘Only two families were staying permanently at Southwest Cape, Agaq and family, and  Anagutaq and family.’ (SIVUQ. NANGAGH. 2:162); Isiqaghlleghhangunaamta tamlaghqutkakut, estamagneghni angyani. ‘Without splashing we landed in four boats.’ (PANGEGHTELLGHET 24; note that plural, angyat, is used for a single ‘boat and crew’); … mangteghat tallimagneghet aliighumalghiit. ‘… five houses had come into view.’ (UNGAZ. UNGIP. 20; note that plural, mangteghaq, is used for one ‘house’); Taan'gavek ivenrughtukut elngaatall malghugneghuluta. ‘We went in two [boats] out to sea using outboard motors.’ (SIVUQ. NANGAGH. 3:116)
~+i-1	to V something; to suffer something’s V-ing; detransitivizing postbase; half-transitive postbase	used with patientive and transitive-only verb bases and with intransitive endings (though it also has a (possibly vestigial) "adversative" use taking transitive endings as well; see Miyaoka 1984:215); ifliiguq ‘he lost something’ (vs. iflaaq ‘he or it got lost’, and iflaa ‘he lost it’)(from ifla- to ‘lose, get lost’); kuuviiq ‘he spilled something’ (from kuuve- ‘to spill’); ingaghtiiq ‘he lay something down’ (from ingaghte- ‘to lie down or lay (it) down’); tuqutiiq ‘he killed something’ (from tuqute- ‘to kill’); sikungighiiq ‘he moved the ice from something’ (from sikungigh- ‘to remove ice from (it)’) ; aavgiiq ‘he divided something in half’ (from aveg- ‘to divide in half, to divide (it) in half’); uumgiiq ‘he closed something’ (from umeg- ‘to close’); cf. the half-transitive use of postbase  -(u)te-
-iitaq	protective device for or like N; device to prevent V-ing	see ~:(ng)iitaq
-iman	the time while V-ing; the course of V-ing	see @~:(i/u)man
@~:(i/u)man	the time while V-ing; the course of V-ing	takes unpossessed vialis endings; the subject of the embedded verb is not specifcally indicated; qepghaamatkun ‘during the course of work, while working’ (from qepghagh- ‘to work’); neghumatkun ‘while eating’ (from negh<e>- ‘to eat’)
-kae	the one(s) possessor is V-ing	see @~–(g)kae
-kaq	one that has V-ed; one that has been V-ed	see ~–(g)kaq
+kaq	raw material for N or for V-ing; something to be V-ed	atkugkaq ‘parka material’ (from atkuk ‘parka’); angyaghqaq ‘boat material’ (from angyaq ‘boat’); inghukaq ‘berry to be picked’ (from inghu- ‘to pick berries’)
-kayuk	one that V-s readily; one who is able to V	see ~–(g)kayuk
~–ke-1	have as one’s N; object is subject’s N; have N	naakaat ‘she is their mother’ (literally, ‘they have her as their mother’) (from naa ‘mother’); tuumkii ‘they are his prints’ (from tumae ‘footprint’); angyaqaqa ‘it is my boat’ (from angyaq ‘boat’); kaamkagka ‘they2 are my skin-boots’ (from kamek ‘skin-boot’); inglukaa ‘he is her partner or equal’ (from inglu ‘partner; other of pair; spouse; complementery side’); Ungazim mekelngiiqiinkung ‘we2 are Chaplino(‘s) boys’; may be used with intransitive ending to mean ‘to have --(s)’: meghmeng imaquq ‘it contains water (has water as its contents)’ (from imaq ‘content’); Kiyaghsimaluku yuuk tagimalghii tagneqegtameng atkukelghii. 'While she was living (thus), a man came having a parka, a black one.' (from atkuk ‘parka’) (UNGIPAGHAGH. 24); Yuget ngelqaghmeng, alpameng kiyang atkukaqut. 'Men mostly have parkas of cormorant and murre.' (from atkuk ‘parka’) (SIVUQ. NANGAGH. 1:106); Qallukaat kaamget estullugmeng aatqut. 'Reinder-leg boots have the name “estulluk”.' (from ateq ‘name’) (SIVUQ. NANGAGH. 1:114); Iwerngaqun iquklighpigaat tazinga, umiilgem aallgha aghnaghaperewaaghmeng panikelghii. 'Finally, he had only that very last (boat) to go with, the one which belonged to the poor chief; he had daughters only.' (from panik ‘daughter’) (SIVUQ. NANGAGH. 3:218); Taagken apalluqluteng allanguut iqallugneng. ‘Having that as a reason they are different from fish.’ (AANGHHAQ 64)
~–ke-2	to feel V toward; to V toward	used with emotional roots and certain other bases generally dealing with emotions; algumakaa ‘he is envious of of her’ (from alguma- ‘to be envious’); siknakaa ‘he is possessive of or stingy with it’ (from emotional root sikna- ‘possessive’); kelengakaa ‘he is watching it warily’ (from kelnga- ‘to be wary’); yimikaa ‘he feels shy toward, inhibited or intimidated by him’ (from emotional root yimi- ‘shy, inhibited, intimidated’)
-kumtaaq	frequently V-ed thing; usually V-ed thing; commonly V-ed thing	see ~–qumtaaq
-kutaq	device associated with N or with V-ing	see ?qutaq
–lek	one having N; one with N	angyalek ‘boat owner or captain’ (from angyaq ‘boat’); qikmilek ‘one with dogs’ (from qikmiq ‘dog’); umyugalek ‘sensible person’ (from umyugaq ‘mind’); the following are lexicalized: yaqulek ‘angel’ (from yaquq ‘wing’); ilumilek ‘pregnant female’ (from ilumik ‘one “held” inside’); imalek ‘filled thing, pregnant female’ (from imaq ‘content’); aqsalek ‘pregnant female’ (from aqsa ‘belly’); iyegaatelek ‘spectacled eider’ (from iyegaate(k) ‘eyeglass(es)’); kenulek ‘three-edged skin sewing needle’ (from kenuk ‘ridge, edge’); nasaperalek ‘bird type’ (from nasaperaq ‘cap’); elqiilek ‘bird type’ (from elqiiq ‘visor’); qengalek ‘king eider’ (from qengaq ‘nose’); aghvinlek ‘six’ (from aghvigh- ‘to cross over’ and intervening postbase -neq ‘act of V-ing’); ayaviilek ‘long-legged spider’ (from ayaviiq ‘walking stick’); puugzaq tugutelek ‘narwhal’ (from puugzaq ‘beluga’ and tugun ‘tusk’); often occurs as the “verb” in a sentence without an actual verb: Iimnanguq. Yugnguq nuliilek, ighnelek ama ighnegha nuliilek. ‘[It was] back then, it is said. [This certain] man, it is said, had a wife, he had a son, and his son had a wife.’ (from nuliiq ‘wife’, and ighneq ‘son’) (UNGAZ. UNGIP. 47)
@–lghii	the one that V-ed	drops te with lgh then becoming voiceless and e inserted as needed to break unpermitted clusters; rarely takes possessed ending; qiyalghii ‘the one that cried’ (from qiya- ‘to cry’); kaallghii ‘the one that arrived’ (from kaate- ‘to arrive’); laalighlleghhii ‘the one that visited’ (from laalighte- ‘to visit’); qavalghiit ‘the ones that slept’ (from qavagh- ‘to sleep’); also constitutes the marker of a certain (participial) verb mood taking only intransitive endings and having a past time implication; neghelghii ‘he ate’ (as well as meaning ‘the one that ate’), neghelghiinga ‘I ate’ (from negh<e>- ‘to eat’); for bases ending in negative te, @nguq (q.v.) is used instead
–lghun	lots of N; a number of N; several N; a group of N	takes singular endings even for a plurality of things; ukazilghun ‘lots of hares’ (from ukaziq ‘hare’); manilghun ‘a group of eggs as in a nest’; Ayumighnguq taghnughhalghun tuqulaghaatkaaftuq iiwhlagmi ulefqaghulluki. ‘Long ago, they say, a number of children all died when during a very low tide [which allowed, or lured, them to go to far out in the sea] it [the water] then flooded over them.’ (from taghnughhaq ‘child’) (SIVUQ. NANGAGH. 2:236)
–lleghpigaq	most V one	aangelleghpigaq ‘biggest one’ (from aange- ‘to be big’); taakelleghpigaq ‘longest one’ (from taake- ‘to be long’)
–lleghqaq	future act of V-ing	aghneghsaghtulleghqaa ‘her future act, her intention, of going to spend the day (at a certain place)’ (from aghneghsaghtugh- ‘to go to spend the day’); Aghhutanga tamaghhaan takwaaqiit mangtaaghhaat.  Iiskughtaqiit maniggaat tukelleghqiit. ‘Every day they would check the eggs in the nest. ‘They would watch for when those the little eggs would hatch.’ (from tukegh- ‘to hatch’) (PIYAA. 8)
–llek	one who V-s well; proficient V-er; good V-er	pillek ‘capable person’ (from pi- ‘to do’); atullget ‘good singers’ (from atugh- ‘to sing’); angyallek ‘good boatman’ (from angyagh- ‘to use a boat’); also possibly, Quyillek ‘Chukchi’ (from an unidentified base)
–lleq1	one that has V-ed or been V-ed; act of V-ing; activity of V-ing; the one the possessor V-ed	tugullgha ‘the thing he took’ (from tugu- ‘to take’); igalleq ‘the one who wrote; the act of writing’ (from igagh- ‘to write’); the following are book titles: Sikumengllu Eslamengllu Esghapalleghput  (from esghapag- ‘to watch’) ‘Watching Ice and Weather Our Way’ (literally, ‘our act of watching ice and weather’); Akuzilleput Igaqullghet (from akuzi- ‘to speak’, and igaqu- ‘to write down’) ‘Our Words Put to Paper’ (literally, ‘the ones we spoke -- the ones that were written down’)
–lleq2	one or ones which are V to the greatest extent; most V one(s); more V one(s)	iknaqellghuftunga pinighqaallghuftunga, nangniitellghuftunga ‘it turns out that I am the stronger one, the more capable one, the more fearless one.’ (from iknaqe- ‘to be strong’, pinighqaa- ‘to be capable’, and nangniite- ‘to be fearless’) (AANGHHAQ  38); cf. -neq3
–lqusiq	all N; throughout the N; since last N; big N	used with time words; yields forms which may function as nouns or adverbial particles; aghnelqusiq ‘all day’ (from aghneq ‘day’); unulqusiq ‘all night’ (from unuk ‘night’); unaalqusiq ‘all morning’ (from unaaq ‘morning’); kiilqusiq ‘all summer’ (from kiik ‘summer’); uksulqusiq ‘all winter’ (from uksuq ‘winter’); upenghalqusiq ‘all spring’ (from upenghaq ‘spring’); ayumilqusiq ‘all year’ (from ayumiq ‘year’); ighivgalqusiq ‘since last year’ (from ighivgaq ‘last year’); aawhkalqusiq ‘since some time ago’ (from aawhkan ‘a while ago’); Maani quyngighniighuluta quunpeng kiilqusiq uksulqusiq quyngiq nayuqluku ayuqegkefut, quyngighniighllagulghiikut. ‘After we started herding reindeer here always, it seems, we’d watch the reindeer, all summer and all winter.’ (from kiik ‘summer’, and uksuq ‘winter’) (SIVUQ. UNGIP. 21); Nome-elluteng tagiyalghiimeng, sloop-engumalghiit Cheechako-nguftuq aatgha angyaghpalqusighraagpak ataasimeng napaghyaqelghii. ‘Having gone to Nome when the one that was a sloop came its name was Cheechako, a fairly big ship having a single mast.’ (from angyaghpak ‘ship’) (SIVUQ. NANGAGH. 3:112)
–luk	old (in age) N	angyaluk ‘old boat’ (from angyaq ‘boat’); qikmiluk ‘old dog’ (from qikmiq ‘dog’); Kiigmi enraq temkaluget aghvigluku, satangi kavighlluki piiqiit kamengllaghaqiit. ‘In the summer they would wash the old sealskin pants, color their skin side re, and make them into boots.’ (from temka(k) ‘sealskin pant(s), trouser(s)’) (SIVUQ. NANGAGH. 1:114)
-man	the time while V-ing; the course of V-ing	see @~:(i/u)man
+mete-1	to be V	a contraction of the 4th person singular quantifier/qualifier ending +mi and the archaic verb base ete- ‘to be’; now a postbase in its own right as can be seen by the fact that it can take endings other than 3rd person singular; iqragmetuq ‘it is uneven’, iqragmetut ‘they are uneven’, iqragmelnguq ‘an uneven thing’ (from postural root iqrag- ‘uneven’)
