@~f–neghllug-, @~f–neghllugte-	to V wrongly or with difficulty	pineghllugtuq ‘to be obstinate’ (from pi- ‘to do, say, act, go’); tusaqneghllugtuq ‘he misunderstood’ (from tusaqe- ‘to hear’)
@~f–neghsigh-	to wait for (it) to V; to wait for (it) to be V or to become V	Tawaani kenileghni aghuliighluteng utaqiigaqut siqineq piinneghsighaqaat. ‘They stopped then and waited for the sun to come up.’ (from piite- ‘to come up (of sun)’) (SIVUQ. NANGAGH. 1:206)
@~f–neghtu-	to V habitually; to V frequently	yughaneghtuuq ‘he prays often’ (from yughagh- ‘to pray’); nuqenneghtuuq ‘he is a patient person’ (from nuqete- ‘to practice self-restraint’)
@~f–ragkiigh-	to V quickly	qiyaragkiightuq ‘he cried quickly’ (from qiya- ‘to cry’); taaqragkiightuq ‘he finished quickly’ (from taaqe- ‘to finish’); neragkiightuq orneghragkiighaa ‘he ate it quickly’ (from negh<e>- ‘to eat’); kaarragkiightuq ‘he arrived quickly’ (from kaate- ‘to arrive’); ingaghhragkiightuq ‘he lay down quickly’ (from ingaghte- ‘to lie down’); iteragkiightuq ‘he came in quickly’ (from itegh- ‘to come in’); sukarragkiighutuq ‘he is running fast as in a race’ (from sukate- ‘to be fast’); ukiragkiightuq ‘he went down quickly’ (from ukig- ‘to go down’)
@~f–ragkiighute-	to V quickly	Neveghhneghani, aghnam tamaghhaghmi iiggaragkiighutaqaat yuginaq tallii. ‘Whenever he lay down all the women quickly put gloves onto his twenty arms (hands).’ (from iiggagh- ‘to put on gloves’) (MATERIALY 443)
@~f–rakegte-	to V quickly; to be very much an N	nerakegtuq ‘he ate quicly’ (from negh<e>- ‘to eat’); tagirakegtuq ‘he came fast’ (from tagi- ‘to come’); esnegrakegtuq ‘it is very dark in color’ (from esnek ‘bruise’)
@~f–rakguugh-	to be fast at V-ing; to learn to V quickly	qepgharakguughtuq ‘he’s working fast’ (from qepghagh- ‘to work’)
~f–vag-	to V in a big way; to V hard; to V intensely	at most marginally productive; qiyavagtuq ‘he cried intensely’ (from qiya- ‘to cry’); tuutfagtuq ‘he stepped hard’ (from tuute- ‘to step’); kakivagtuq ‘she's sewed intensely’ (from kaki- ‘to sew’); atuvagtuq ‘he sang loudly’ (from atugh- ‘to sing’); yughavagtuq ‘he prayed fervently’ (from yughagh- ‘to pray’); qetgevagtuq ‘he jumped high or far’ (from qetgegh- ‘to jump’); see also -pag-, -ghpak
@~f–yaag-	to V in a strange way; to V weirdly	kakiyaagtuq’she's sewing in a weird way’ (from kaki- ‘to sew’); qepghayaagtuq ‘he's working in a weird way’ (from qepghagh- ‘to work’); neghyaagtuq ‘he's eating in a weird way’ (from negh<e>- ‘to eat’); = -saag-
@~f–yiilliqe-	to have trouble V-ing	tagiyiilliqut ‘they had trouble coming over’ (from tagi- ‘to come over’)
@~f–yiite-	to poorly V habitually	kakiyiituq ‘she sews poorly’ (from kaki- ‘to sew’); atuyiituq ‘he sings poorly’ (from atugh- ‘to sing’); meluyiituq ‘he doesn't take to smoking’ (from melug- ‘to smoke’); Aawallunguq taana aghvengyiiteghllak umiilek aghvengaghtuq. ‘Finally then that captain, the one who was very poor at catching whales, caught a whale!’ (from aghvenge- ‘to catch whales’) (SIVUQ. NANGAGH. 3:218)
~f+(a)ghesnagh-	to just V; to V just now; to only V (and perhaps in vain)	used only with vowel-ending bases (with consonant-ending bases -qiinagh-  is used instead); qiyaghesnaghtuq ‘he is just crying’ (from qiya- ‘to cry’); tagighesnaghtuq ‘he just came’ (from tagi- ‘to come’); a is used with bases that end in e: aanaghesnaghtuq ‘he just went out’ (from aane- ‘to go out’); taaqaghesnaghtuq ‘he just quit’ (from taaqe- ‘to quit’);  kaataghesnaghtuq ‘he just arrived’ (from kaate- ‘to arrive’); Keniliighusimaghmeng piiqelghiit pillghughtefagilgagu ketaghesnaghyaghqaaluteng. 'They would also start working on the launching chutes for their boats so that before it was time [to go out whaling] they would not have to break a new path.' (from kete- ‘to go out to sea’) (SIVUQ. NANGAGH. 1:134); Yataaghqengngwaaghluni whaa nalugutaghesnaan akuqaamakanga, qaakaa. 'He got ready and as soon as the dog jumped again, he grabbed its paws and pulled it up.'(from nalugute- ‘to jump across’) (AKIINGQWAAGH. 12); Nengyaan esghapagumakanga uteghmun qiivaghesnaghaqluni naayghaghlluginaghmun taglalghii. 'His grandmother watched Sulpik keep looking back over his shoulder as he headed straight for the mountains.' (from qiive- ‘to turn body or head’) (AKIINGQWAAGH. 53); Aamtaam nefkunaghsimaan unakegkat kaatutaghesnaq nefkulghiini, maaten elpesi nefkulleghpesistun taawa allangwaaqut. ‘The meat that had been caught latter in the season and hung right away had a whole different taste.’ (from kaatute- ‘to come (together)’) (SIVUQ. NANGAGH. 1:88)
@~f+laatagh-	to V again; to V more; to V anyway	angyaghlaataghtuq ‘he went out in a boat again’ (from angyagh- ‘to go out in a boat’); tel from this postbase becomes ll: guullaataghaa ‘he shot it again’ (from guute- ‘to shoot’); Taagken igleghsimalghii aghnelqusiq. Unugyagu aghuliighumalghii. Aghuliighluni angyaatamineng neghumalghii. Neneghmeng taaqluni qavaamalghii. Unaami taghtughluni igleghllaataghtuq aghnelqusiq. 'Then he traveled all day. When night fell he stopped. After stopping he ate his food for the journey. When he finished eating he slept. In the morning after waking up he traveled again all day.' (from igleghte- 'to travel') (UNGAZ. UNGIP. 15)
@~f+leghagh-	to V slowly and continuously	non-productive (?); aanleghaghtuq ‘it seeped or flowed out’ (from aane- ‘to go out’);  siingleghaghaa ‘he pushed it continuously, planed it (wood)’ (from siinge- ‘to push’); tel from this postbase becomes ll: uuglleghaghtut’ they came up something one after another’ (from uugte- ‘to get up onto something’)
@~f+miqe-	to compel one to V; to make one V	this is a “compound verbal” postbase; qiyamiqaa ‘he made her cry’ (from qiya- ‘to cry’); neghmiqaa ‘he made her eat’ (from negh<e>- ‘to eat’); taaqmiqaa ‘he made her quit’ (from taaqe- ‘to quit’); qavaghmiqaa ‘he made her sleep’ (from qavagh- ‘to sleep’); tuqutmiqaa ‘he made someone kill it’ (from tuqute- ‘to kill’); ingaghhmiqaa ‘he made her lie down’ (from ingaghte- ‘to lie down’); Nanevgaghllagem yaghlegi taghnughhaghhaak milegmiqaak. ‘The old man made the two little boys feel sad instead.’ (from root mileg- ‘sadness’ as in milegtaagh- ‘to be depressed’) (UNGIPAGH. 37)
@~f+naagh-	to be going to V eventually	taginaaghtuq ‘he will come eventually’ (from tagi- ‘to come over’); ingaghhnaaghtuq ‘he will lie down eventually’ (from ingaghte- ‘to lie down’); kaannaaghtuq ‘he will arrive eventually’ (from kaate- ‘to arrive’)
@~f+naanghite-	to not V in the future; won't V	tuqunaanghituq ‘he won't die’ (from tuqu- ‘to die’); neghnaanghitaa ‘he won't eat it’ (from negh<e>- ‘to eat’); tuqunnaanghitanka ‘I won't kill them’ (from tuqute- ‘to kill’); neghyugnaanghituq ‘he won't want to eat’ (from neghyug- ‘to want to eat’)
@~f+nagh-	to cause V-ing	used with "emotional roots" as well as certain other bases;  yiminaghtuq ‘he is intimidating, he makes others feel shy’ (from emotional root  yimi- ‘intimidated’); igamsiqanaghtuq ‘it makes one thankful’ (from emotional root igamsiqa- ‘thankful’); nallunaghtuq ‘it’s hard to know’ (from nallu- ‘to not know’); nenglaghnaghtuq ‘it’s funny’ (from nenglagh- ‘to laugh’); tuqunaghtuq ‘it’s poisonous’ (from tuqu- ‘to die’); uguqnaghtuq ‘it’s burning hot’ (from uguqe- ‘to burn’)
@~f+nanigh-	to cease V-ing; to stop V-ing; to quit V-ing	includes both temporary and permanent cessation; qepghaghnanightuq ‘he quit working’ (from qepghagh- ‘to work’); yughaghnanightuq ‘he stopped praying’ (from yughagh- ‘to pray’); kuuvnanighaa ‘he stopped pouring or spilling it (or on it)’(from kuuve- ‘to pour, to spill’)
@~f+nanighqe-	to make one cease V-ing	qallegnanighqaa ‘he made him quiet down, left him speechless’ (from qalleg- ‘to speak’); Taawa kaataa kitughaa sananighqaa. ‘He caught up with him, passed him, made him cease.’ (from sa- ‘to do something’) (SIVUQ. NANGAGH. 1:20)
@~f+naqe-	to be going to V in the near future; to try to V	taaqnaquq ‘he'll quit soon; he's trying to quit’ (from taaqe- ‘to quit’); kaannaquq ‘he'll arrive soon’ (from kaate- ‘to arrive’); qavaghnaquq ‘he'll sleep soon; he's trying to sleep’ (from qavagh- ‘to sleep’); kennaquq ‘he is going to go out to sea’ (from kete- ‘to go out to sea’); aanaquq ‘he is going to go out’ (from aane- ‘to go out’); aannaquq ‘he is going to put on a garment’ (from aate- ‘to put on (garment)’)
@~f+naqelqusiigh-	to stall or delay at V-ing.	taginaqelqusiightuq ‘he's delaying coming over’ (from tagi- ‘to come over’)
@~f+naqlaatagh-	to V again be going to V	qiyanaqlaataghtuq ‘he's crying again’ (from qiya- ‘to cry’); eltekeltaghnaqlaataghtuq ‘he's giggling again’ (from eltekeltagh- ‘to giggle’); Seghleghhalek, seghletun kiyaghhnaqlaataghtukut, averngulta! ‘So bad, we are again going to be living poorly, so let’s have some escape entertainment!’ (from kiyaghte- ‘to live’) (SIVUQ. NANGAGH. 2:120)
@~f+naqngu-	to have to V	Weni tuqusiighnaqngunghilkumta sanaqaghten! ‘Okay, if we are not going to (i.e., do not have to) wait for our death here, do something!’ (from tuqusiigh- ‘to wait around to die’) (UNGIPAGHAGH. 62)
@~f+naqute-	to try to V	
@~f+naqutke-	to try to V (it)	atughnaqutkuq ‘he's trying to sing’ (from atugh- ‘to sing’); kuuvnaqutkaa ‘he's trying to spill it’ (from kuuve- ‘to spill’);  tuunaqutkaa ‘he's trying to give it to someone’ (from tuune- ‘to give’)
@~f+natke-	to use or have (it) in order to V	Quyillegnun akikumaaqegkangat quyngingnatkumaaqegkangat. ‘They’d trade them to the Chukchis using them to obtain reindeer.’ (from quynginge- ‘to obtain reindeer’) (SIVUQ. NANGAGH. 2:198)
@~f+nayagh-	could V; might V; should V; would V	Ighivgaqun neghesqesaqanganga, whaten pinayaghaqa, “iiwenllu neneghmeng taaqaqunga; tagiiquten.” Llaaghanwha neghnayanghitunga. ‘Tonight when he tells me to eat I could say to him like this, “well I finished eating just as you were coming.”  And I shouldn’t eat [now].’ (from pi- ‘to say to’ (the meaning here), and negh<e>- ‘to eat’) (UNGAZ. UNGIP. 73)
@~f+nayuke-	to think that one might V	used only in narratives (?); this is a “compound verbal” postbase
~f+nga-	to be in a state of V or of having V-ed	used with postural roots and certain other verb bases; ingaghngaaq ‘he is lying down’ (describing the state rather than the act) (from postural root ingagh- ‘lying down’); kepngaaq ‘it is severed’ (from kepe- ‘to sever’); liitngaaq ‘he is aware’ (from liite- ‘to learn’); avegngaaq ‘it is divided in two’ (from aveg- ‘to divide in two’); atkugngaaq ‘he is wearing a parka’ (from atkug- ‘to put on a partka’); nasaperaghngaaq ‘he is wearing a hat’ (from nasaperagh- ‘to put on a hat’); this postbase drops te from the base where that te is preceded by a fricative which then becomes voiced (or, perhaps more properly, goes back to a root where the fricative is voiced): piivngaaq ‘it is set out for use’ (from piifte- ‘to set out for use’); piizngaaq ‘it is sticking out, projecting’ (from piiste- ‘to stick out, to project’); qiwaaghngaaq ‘it has short fur’ (from qiwaagh- ‘to shear fur short’)
@~f+niite-	to not cause one to V	negative of -nagh- (q.v.); nalluniituq ‘it is easy to know, perceive’ (from nallu- ‘to not know’; cf. nallunaghtuq ‘it is hard to know, perceive’); yakughniituq ‘it is not dangerous’ (from emotional root yakugh-, as in yakughnagh- ‘to be dangerous’)
@~f+ragh-	to repeatedly or continuously V though perhaps unnecessarily or unsucessfully	qimagraghtuq ‘he keeps trying to flee’ (from qimag- ‘to flee’); tuqlughraghtuq ‘he keeps calling out in vain’ (from tuqlugh- ‘to call out’); melugraghtuq ‘he’s repeatedly sucking something’ (from melug- ‘to suck’); puvugraghtuq ‘it’s repeatedly pecking’ (from puvug- ‘to peck’); qesugraghaa ‘he’s repeatedly or continuously pulling it out’ (from qesug- ‘to pull out’); qupughraghaa ‘he’s shreding it’ (from qupugh- ‘to split’); saagraghaa ‘he’s spreading it out’ (from saag- ‘to scatter’); supughraghaa ‘he’s repeatedly blowing on it (the fire)’ (from supugh- ‘to blow on’); tukeghraghtuq ‘he’s repeatedly kicking with both feet’ (from tukegh- ‘to kick with both feet’); tuqlughraghtuq ‘he’s repeatedly calling out’ (from tuqlugh- ‘to call out’); alungraghtuq ‘it’s repeatedly licking (its paws, often)’ (from alunge- ‘to lick’); also aarraghtuq ‘he’s dressing in a fancy way’ (from aate- ‘to dress’; though perhaps not with this postbase)
@~f+vike-	to have as a place or as object of one's V-ing	quyavikaa ‘he is thankful to her’ (from quya- ‘to be thankful’); uqiitfikaa ‘he took shelter in it’ (from uqiite- ‘to take shelter’); igughivikaa ‘he is sticking up for someone against him’ (from igughi- ‘to stick up for someone, to defend someone verbally’); igamsiqayugvikamken ‘I am thankful to you, I thank you’ (from igamsiqayug- ‘to feel thankful’)
@~f+yaaghagh-	to readily V	liisaaghaghtuq ‘he readily learns (a little)’ (from liite- ‘to learn’); qeneghsaaghaghtuq ‘he easily feels slighted’ (from qeneghte- ‘to get angry’); temsiyaaghagh- ‘to want to laugh but supress it’ (from root temsi- ‘find something funny’, as in other Eskimo languages)
@~f+yaaghte-	to learn to V	atughyaaghtuq ‘he learned to sing’ (from atugh- ‘to sing’)
@~f+yaghagh-	V early	aanyaghaghtuq ‘he went out early’ (from aane- ‘to go out’); taghtughyaghaghtuq ‘he woke up early’ (from taghtugh- ‘to awaken’); Seghleghhalek maakughsi neghlaaghpenaasi kepsughyaghaghllequsi, …. ‘Listen, don’t eat too much too fast or you might get full too soon, ….’ (from kepsugh- ‘to be full (of food)’)(SULUWET 88); also may appear in a nominalized form: aanyaghaq ‘first one out’ (from aane- ‘to go out’), and maybe aawhkayaghaq ‘several days ago, some time ago’ (cf. aawkagh- ‘for spring to come’)
@~f+yaghpete-	to evidently have V-ed but in vain	iteghyaghpetuq ‘evidently he went in but in vain’ (from itegh- ‘to go in’)
@~f+yaghqaa-	to need to V; to be supposed to V; to V in the future	takes intransitive endings only; Natenngam pilleqesta, sayaghqaasta, apaay? ‘How will we act, what should we do, grandpa?’ (from sa- ‘to do what’) (KALLAG. 77);the final a is underlyingly u, thus w rather than g in, sameng neghyaghqaawa? ‘what should he eat?’; for transitives the postbase -yaghqaqe- is used instead
@~f+yaghqaaghte-	to become necessary to V; to have to V now	Enkaam pingayu ayumiqulleq atughluku amiinguq simighyaghqaaghtekayuguftut. ‘And after three years its [the boat’s] skins would be due for a change.’ (from simigh- ‘to change’) (SIVUQ. NANGAGH. 1:168)
@~f+yaghqaqe-	to need to V; to be supposed to V; to V in the future	takes transitive endings only ; example: Paninang akeqluku keneghmun anusimingllaghyaghqaqegkanga. ‘Thus He [God] had promised him that he would punish him [the Devil] in the fire [of Hell].’ (from anusimingllagh- ‘to punish’) (SIVUQ. NANGAGH. 2:252); for transitive endings the postbase -yaghqaa- is used instead
@~f+yaghtugh-	to be about to V; to go somewhere to V	aglaghyaghtughtuq ‘he is about to go home, to leave’ (from aglagh- ‘to go home, to leave’)
@~f+yagute-	to reach a state of V-ing	nalluyagutaa ‘he finds that he doesn't know enough about it’ (from nallu- to not know’); piksagutaqa ‘it's mine now; I own it’ (from pike- ‘to own’); aflengaksagutaa ‘he has come to value and care for it’ (from aflengake- ‘to value and care for’); takaghyagutaa ‘he has become shy toward him’ (from emotional root takagh- ‘shy’)
@~f+yaquna-	don't ever V!	emphatic prohibition for the future; used with endings somewhat like those of the special subordinative in -na-; cf. -gpe-; aghulaqsaqunang ‘don't ever leave’ (from aghulaqe- ‘to leave’);  neghyaqunaan ‘don't ever eat it’, neghyaqunaki ‘don’t ever eat them’ (from negh<e>- ‘to eat’)
@~f+yug-	to want to V; to want some N; to tend toward V-ing; to feel V (with emotional roots)	tagiyugtuq ‘he wants to come over’ (from tagi- ‘to come over’); neghyugaa ‘he wants to eat it’ (from negh<e>- ‘to eat’);  taaqsugtuq ‘he wants to quit’ (from taaqe- ‘to quit’); aaghhwsugtuq ‘he wants to crawl’ (from aaghhwe- ‘to crawl’); tuqusugaa ‘he wants to kill it’ (from tuqute- ‘to kill’); laalighsugaa ‘he wants to visit him’ (from laalighte- ‘to visit’); atughyugaa or atuqsugaa ‘he wants to use it’ (from atugh- or atuqe- ‘to use’); qupneghyugtuq ‘he wants some whitefish’ (from qupneq ‘whitefish’); akuutaghyugtuq ‘he want some Eskimo ice cream’ (from akuutaq ‘Eskimo ice cream’); kamegyugtuq ‘he wants skin-boots’ (from kamek ‘skin-boot’); tuquyugtuq ‘he is deathly ill’ (from tuqu- ‘to die’); qinuyugtuq ‘he is sick; he is overwhelmed by the tasks facing him’ (from qinu- ‘to be disinclined to act’); yimiyugtuq ‘he feels shy, intimidated’ (from emotional root yimi- ‘shy, intimidated’)
@~f+yuggaagh-	to first V; to V in the beginning	Kii, Sivungaq neliyuggaaghaqngan iyataghniituq. ‘Golly, while Savoonga was being established there was no cause for hunger.’ (from neli- ‘to establish (a) household(s)’) (SIVUQ. UNGIP. 19); = -yuwhaagh-
@~f+yugnagh-	to be easy to V	atughyugnaghtuq ‘it is easy to use’ (from atugh- ‘to use’); llaaghaaghyugnaghtuq ‘it is probable’ (related to particle llaaghan ‘certainly’)
@~f+yuguma-	to be easy to V	kagimyugumaaq ‘it is easily crushed’ (from kagime- ‘to get crushed’)
@~f+yukagh-	to be ready to V; to be about to V; to be all set to V; to make a move toward V-ing	usually (or always?) used with the negative postbase -gpe- and the special subordinative in -na-; Iiggeni alqimyukaghpenaki taaqaa. 'Without even making a move toward licking her hands she finished it.' (from alqime- 'to lick') (SIVUQ. NANGAGH. 3:198); Ang, piighhangllaa. Nuvagsukaghpenaan mekegraghyukaghpenaan. 'Yes, braid [some thread]. But don't even make a move toward moistening the strands with saliva or smoothing them out with your teeth.' (from nuvagte- 'to apply saliva to', and mekegragh-'to smooth out or make even (with one's teeth)') (SIVUQ. NANGAGH. 3:208); Elngaatall aqfaasimalghii uteghmun qiivyukaghpenani.'He ran hard back home without even making a move toward turning around (to look back).' (from qiive- 'to turn around') (AKIINGQWAGH. 54)
@~f+yuneghtu-	to love to V	ilagaghyuneghtuuq ‘he loves to sing’ (from ilagagh- ‘to sing’); kiyaghsuneghtuut maani ‘they tend to stay here a lot’ (from kiyaghte- ‘to stay’); Qikmighput qilugyuneghtupigtuq. ‘Our dog really loves to bark.’ (SLI JR. DICT. 143) (from qilug- ‘to bark’)
@~f+yuwhaagh-	to first V; to V in the beginning	Saavlankutgun angyaghyuwhaaghtunga. ‘The first time I  hunted by boat was with Saavla’s boat.’ (from angyagh- ‘to go hunting by boat’) (SIVUQ. NANGAGH. 2:180); Neghsaghllaguyaghpetughnguq qazigyameng neliyuwhaaghaqngameng. ‘They said that there were lots of spotted seal while they were first establishing a home [there].’ (from neli- ‘to establish (a) household(s)’) (SIVUQ. NANGAGH. 2:234); = -yuggaagh-
?fkagh-	to cause one to V	non-productive; tuqufkaghtuq ‘he knocked himself out’, tuqufkaghaa ‘he knocked him out’ (from tuqu- ‘to die’); ukifkaghaa ‘he punctured it’ (from uki- ‘to get a hole’)
–fqagh-/–fqaa-	without V-ing; don't V	used with what are essentially possessed relative endings in place of -gpe- and the subordinative with -na- (rather than -lu-) to mean ‘not V-ing’ or ‘without V-ing’; qavafqaami ‘without sleeping’ (from qavagh- ‘to sleep’); also constitutes a negative optative, with ending agreeing with subject for intransitive, and object for transitive; neghefqaavek ‘don't eat!’; neghefqaan don't eat it!’; neghefqiita ‘don't eat them!’ (from negh<e>- ‘to eat’ via *neghefqaghan and *neghefqaghita); kenifqaama ‘don't point at me!’ (from kenigh- ‘to point at’)
+fte-/+pete-	to evidently V or have V-ed; to turn out to (be) V	indicates that the speaker did not actually directly observe what he is reporting (thus the English word ‘evidently’ might be too strong a translation); the form -fte- is used with vowel-ending bases, and the form -pete- is used with consonant ending bases (in the variant, (pete) is used with consonant-ending bases); panikeftan ‘evidently she is your daughter’ (from panike- ‘to have as one's daughter’); utaqiigaqeftuq ‘evidently she is waiting for someone’ (from utaqiigaqe- ‘to be waiting for someone’); iyataghpetuq (or iyataghpeteftuq) ‘evidently he is hungry’ (from iyatagh- ‘to be hungry’); maqallaghllaguftuq ‘it turned out to have a lot of algae’ (from maqallghllak ‘(one having) lots of algae’) Taawa neqekranglaghvilguftut. Tanemlleqa tawani neqekrangllaghvigitnun gaaghviguftuq. ‘Evidently they had a bakery. And evidently it was a place to “cook” their bread.’ (SIVUQ. NANGAGH. 2:214); may be used with the verb of a "because" clause headed by the particle qayughllak ‘because’, when what the main clause says is the primary evidence for that which is indicated by the "because" clause: ingaghtuq qayughllak qavaghniftuq ‘he lay down because (evidently) he was sleepy’; a variant is +(pete)fte-: iteghpeteftuq ‘evidentally he went in’ (variant of iteghpetuq) (from itegh- ‘to go’)
~fughtagh-	to V all things available; to V completely	probably non-productive; used only with bases that end in e; neghughtaghaa ‘he ate it all’ (from negh<e>- ‘to eat’); uguqughtaghtuq ‘he got badly burned’ (from uguqe- ‘to get burned’); ungangughtaghtuq ‘he caught a lot of sea mammals’ (from unange- ‘to catch sea mammal(s)’)
~+(g)aqe-	to be currently V-ing; to V now and then (with the subordinative); to always V (with particle quunpeng)	yields a kind of “imperfective”  indicating repeated or ongoing action; this is in contrast to the form without this postbase which implies a “past perfective”; examples: qiyaaquq ‘he cries (repeatedly, now and then, or whenever certain conditions are present)’ or ‘he is crying (at the present time)’ (vs. qiyaaq ‘he cried’) (from qiya- ‘to cry’); neghaqaa ‘he eats it’ or ‘he is eating it’ (vs. neghaa ‘he ate it’) (from negh<e>- ‘to eat’); kaataquq ‘he arrives’ or ‘he is at this time  arriving’ (vs. kaatuq ‘he arrived’) (from kaate- ‘to arrive’); laalightaqaa ‘he visits her’ or ‘he is visiting her’ (vs. laalightaa ‘he visited her’) (from laalighte- ‘to visit’); qavaghaquq ‘he sleeps’ or ‘he is sleeping’ (vs. qavaghtuq ‘he slept’) (from qavagh- ‘to sleep’); aatghaquq ‘he goes down’ or ‘he is in the act of going down’ (vs. ateghtuq ‘he went down’) (from ategh- ‘to go down’); neghyugaquq ‘he wants to eat’ (vs. neghyugtuq ‘he wanted to eat’) (from neghyug- ‘to want to eat’); nenglaghaquq ‘he laughs’ or ‘he is laughing’ (vs. nenglaghtuq ‘he laughed’); nenglaghaqluni ‘laughing now and then’; quunpeng nenglaghaquq ‘he always laughs’ (from nenglagh- ‘to laugh’); tagineghmini maavek iyataghaquq ‘whenever he comes here he is (regularly) hungry’; the g of this postbase is used only with bases ending in two vowels:  aviigaquq ‘his ears ring (or are ringing)’ (from avii- ‘to have ringing ears’); see also the postbase -(ng)igate- the negative of this postbase
