afsengagh*,vole (Microtus sp. ); locally mouse; also slang for lump of dried nasal mucus
afsengaghpag,muskrat (Ondata zibethicus); beaver (Castor canadensis)
agaavig,double hook used to fasten caught walrus to side of boat
agaghfikutagh,clothes hanger; clothespin; peg for hanging things; hook for hanging things
agaghtusigh,clothes hanger; clothespin; peg for hanging things; hook for hanging things
agalqutagh,peg for hanging things; hook for hanging things
agaqragh,peg for hanging things; hook for hanging things
agatu,type of kelp (Agarum cribrosum)
agepsugh,smoke; steam
agghi,conference
agghista,commander
aghallegtagh,doctor
aghanghuuragh,amulet attached on to belt or clothing; medicinal plant sewn on to animal skin and attached to one's belt
agha,amulet; medicine; aspirin
aghavaghllag,clear weather
aghavragh,Alaska poppy (Papaver alaskanum)
aghenqignegh,righthand side
aghevestaaghagh*,soft thing; person who is weakwilled and easily influenced
aghevestaagh,soft thing; person who is weakwilled and easily influenced
aghhmeghnegh,firmness; sturdiness
aghhutanga tamaghhaate,every day
aghiknagh,"prickly" sculpin
aghillug,skin mitten; glove
aghinagh,moisture outdoors; wet weather
aghinghwaagh,small bag of sealskin holding certain articles used to try to ensure good whale hunting
aghipa,wetness; moisture
aghmigusigh,washcloth; face soap; washbasin
aghnaanegh,female bird, fish, or seal or other animal; state of being female
aghnaasigh,effeminate man; homosexual male
aghnaghaghhagh*,little girl
aghnaghagh*,girl
aghnagh,woman; female human; dress (when used in dual)
aghnaghpallaghtekagh,older woman
aghnaghqagh,wife-to-be; female to be included in a group; dress material
aghnaghugh,edible seashore life resembling a mouse in appearance (Boltenia ovifera); "sea onion"; "sea apple" (Boltnia ovifera) edible sea creature found on beach
aghnalgute,mother's sister's child; parallel cousin on mother's side
aghnalqwaagh,old lady, woman
aghnalqwaavregagh,old senile woman
aghnapari,older girl; young woman
aghnasaleg,female walrus; cow walrus
aghnasigh,"sea cabbage"
aghneghet,dawn; dusk; twilight
aghneghniimna,the one from earlier today
aghnegh,day
aghneghtagh,the one from earlier today
aghnequte,this afternoon; later today
aghneqwaaqute,a little later today
aghpenghhayaagheg,billowy bloomers; woman's underpants
aghpugpaghllegh,small blister
aghpumla,deep, soft, powdery snow
aghpunegh,gas in stomach or intestines
aghpuneqrag,bubble
aghpunghhaag,billowy bloomers; woman's underpants
aghpuug,foam
aghpuugsaasigh,baking powder; leavening agent
aghpuullegh,blister
aghqaraatagh,noose
aghqefig,place for making food offerings to the deceased (traditionally); altar
aghqelengestagh,primer for bullet; shallow water (or anything else)
aghqella,seine
aghqestaaghhagh*,shoal; low thing
aghqestaagh,shallow thing 
aghqestaallegh,shoal; low thing
aghqetghagh,refrozen ground in spring; frozen crust on snow
aghqiiw,squeak or crunch of snow or pebbles under the feet
aghqitaghagh,shallow water
aghqullug,northern fulmar (Fulmarus glacialis)
aghqunqagh,crest along mountainside; small depression; hole; curve
aghquvlug,depression; hollow; dent
aghsi,thong holding shank (giimaq) to harpoon shaft
aghsughpagllegh,small scratch
aghsughtagh,bleached dried sealgut for making rain or wind parka; sealgut rain or wind parka
aghsugutagh,crib for baby to sleep in
aghteqeregaagh,puffball (Bovista sp.)
aghtequgh,dish of roots or greens with blubber and raw meat
aghtequsagh,blubber eaten with roots or greens
aghtughyaghqanghillegh,power
aghtunegh,the lowest level of the atmosphere near the earth
aghukagh,rotten thing; (over)ripe thing
aghulaatagh,stick on which one winds fishing line lengthwise over the notched ends
aghulaatat,stick for winding fishing line
aghula,Eskimo-style dance
aghulasigh,dance movement that goes with a particular song
aghusigh,vessel for aging food
aghusingwaagh,waterproof skinboot; seashell
aghusi,waterproof parka made from large intestine of walrus; gutskin raincoat
aghvaghllug,clear sky all around
aghvagh,bright sky seen in the distance along the horizon and indicating good weather to come
aghvag,edge of hand away from thumb
aghveghagh,bowhead whale calf (Balaena mysticetus); ridge of a roof
aghveghaqetagh,pole in center of outer room of the traditional dome-shaped house, the mangteghapik
aghveghllugagh,grey whale calf (Eschrichtius robustus)
aghvegh,whale
aghveghpag,blue mussel
aghveghqutagh,blade of whaling harpoon
aghveghwaagh,piece cut from the flukes of a whale and used by little boys while playing at whaling; figurine of a whale or other thing shaped like a whale
aghvengyuqagh,successful proficient skilled whalehunter
aghvepig,bowhead whale (Balaena mysticetus)
aghveqaghtaateg,bolas
aghveqengertagh,harbor porpoise (Phocoena phocoena)
aghveqenghagh,a few whales swimming together
aghveqinghagh,whale stew
aghvesag,large bowhead whale (Balaena mysticetus)
aghvesiigh,humpback whale (Megaptera novaeangliae)
aghveyugagh,halfround file; ridge of roof; base of hill
aghvigagh,washed laundry
aghvighqute,rope that is attached to the bottom of the keel and the side of a boat for stability
aghvightagh,boys' game involving throwing rocks at a target
aghvigisigh,washing machine; washtub; water for washing clothes; detergent
aghvig,scraper made from walrus ivory
aghvilqaghtagh,a group of six
aghviqagh,one who has crossed over; International Dateline
aghyughqagh,old person; aged food; old thing
aghyughsighagh,aged food
agigseghwaaghvig,lookout; vantage point; viewpoint
agigselghagh,high place for observation
agi,sister-in-law (either brother's wife or wife's brother) of a man; brother-in-law (either sister's husband or husband's sister) of a woman
agipanegh,hole
aglaqugh,socket for a mast of ship
agleghnagh,revered thing; sacred thing
aglegh,person who is following traditional abstinence practices
agleghu,mourning ceremony
aglekesegagh,Steller's eider  (Polysticta stelleri)
aglughtagh,mast step of a boat; clamp holding sail to mast
aglug,jaw; rainbow; jawbone
aglu,jaw; rainbow; jawbone
agrepe,colic; sudden pain in abdomen
agtughtangillegh,secluded area
akamka,circle; ring
akamkegtagh,cylindrical object; round thing
akangqugh,knot in wood
akeleghraagh,area in between
akequsagh,promise; promised thing; covenant
akiighqute,meteorite found on the ground; crystal of some kind
akiknagh,wind that blows in the opposite direction; northnortheast wind (St. Lawrence Island meaning); southwest wind (Chukotka meaning)
akileghtuusagh,pay; wages; salary
akiliitagh,rainjacket type used with kayak
akilpegaghvig,store
akimigagh,fifteen
aki,other side; equivalent; price; value, money
akisqaghtaasigh,flashlight
akisqaghtaate,flashlight
akisqaghute,light source; mirror; reflection
akite,pillow; slat at either side of sled
akituqagh,expensive thing
akitutala,price; cost; value
akituusagh,gift given in return for something; an action (good or bad) done in reciprocation; answer; payback
akivagh,southwest; far south
aklegagh,arrow used on birds
akleg,barb of hook or harpoon tip; notch in arrowhead
aklighyaget,highest level of the atmosphere
aklumalghii,poor (poverty stricken) person
aklunagh,time of scarcity; something needed
aklungi,wealth; riches
akmaatagh,rope or shoulder strap for shoulder load
akmagite,strap of backpack
akmag,backpack; pack; thing carried on back
akmagtagh,backpack
akmagtaghraag,handbag
akmagtaleg,fin whale
akmagutagh,barrel
akmagute,strap of backpack
akmakuragh,spare rope or raincoat
akmaliighagh,least auklet (Aethia pusilla)
akmanegh,load on back; thing on back
akmaneghpallugh,camel (literally 'one with a big load on its back')
akneqagh,protrusion or projection to keep something from slipping
aksaqumtaagh,secret
akughagh,groin; edible plant root, especially of mountain sorel (Oxria dignya)
akugh,root of plant
akughqute,something to be eaten
akughutagh,an oldtime Eskimo religous ceremony
akughute,dish filled with water that is used to moisten a drum after a shaman's seance
akughvigagh*,skinboot of shaved sealskin, knee-high, waterproof, and used for hunting
akughvigasag,skinboot of shaved sealskin, knee-high, waterproof, and used for hunting
akule,midst; middle; center; space between things; middle (second) float on whaling gear
akulghaaghet,walrus hide armor with baleen and ivory fittings; place name on St. Lawrence Island
akuligh,middle; center; core; part in between
akulkestaaghhagh*,narrow thing; frequent occurrence
akulkestaallegh,narrowest part; most crowded part
akulpegh,something added in the middle
akulqusug,crack between boards or rocks
akume,granulated sugar
akumkaghqagh,ingredient to be added
akusqaghtagh,rumor; news told before it becomes certain
akuutagh,dough; mixture; baked item of food; Eskimo "ice cream"; mixture of berries, seal oil, sugar, etc., "Eskimo ice cream"
akuynagh,time when people are in a hurry; rush; rush hour
akuzillegh,word; manner of speech
akuzipig,the St. Lawrence Island / Siberian Yupik Eskimo language
akuzite,word
akuziyiilngugh,speechless person; mute person
alagyipa,a pie made from reindeer fat and chopped boiled meat
alaka,spirit that takes the form of a killer whale
alamke,partition between compartments of a ruminant's stomach
alangqughiitagh,ring
alangqugh,ring finger
alayulgete,commode
alefa,elephant
alegh,companion; other of a pair; second one; afterbirth
aleghquusigh,telephone; CB; two-way radio
alghapag,companion; partner; second wife
algharengriigh,beach caterpillar
aligh,sleeve; lean-to storage room on side of house
alignagh,shaman's power
alignalghii,shaman
aliillegh,birthday
aliineghllug,clear weather
aliinegh,clear, calm day
alikumtaagh,something that is very much feared
alingnagh,frightening thing; scary thing; intimidating person
alingtasag,coward
alingtiiritagh,amulet; good luck charm; charm put near entrance of house to protect  inhabitants
alitaate,fur trim on sleeve of parka
alkuuqagh,extension of hallway part of roof of the traditional dome-shaped house, the mangteghapik
alkwaagh,mass of objects covering an area
allaaghlluggagh*,magic; mystery; miracle; unusual and attractive thing
allakaayagh,different thing
allakaghtagh,strange thing or person
allakanigh*,slightly different thing
allaneghtagh,one from outside of group; non or new member; outsider
allanighutkaghqagh,variety of birds
alla,other
allatagh,someone else's thing
allegeg,shaman's broom used to "brush off" illness; dumping place for lamp sediment or disease
allgeghvig,birthday
allgellegh,birthday
allighagh,mattress
allighte,skin sock (deerskin for women; sealskin for men)
allighteraagh,sock knitted of yarn; foot wrapping used in place of a sock
allngig,patch on boot sole; school of fish
allnguqayug,diving bird or other thing; submarine
allughqagh,adopted child
allughqikagh,adopted child
allungag,bottom or base part of a container
allungelqugh,ice pan (an early winter ice formation, circular or oval in shape, with edges too thin to support walking)
almeghagh,a kind of whale
almesigh,old custom; tradition
alpa,common murre (Uria aalge)
alqegkagh,sourdock; arctic dock (Rumex arcticus)
alqimiite,overhang of ice or hard snow; cornice
alquutagh,spoon
alugh,blade of oar or paddle
alukanegh,low ridge on surface of snow (caused by wind); sastrugi; low obstructions in waves on surface of snow (or sand) caused by wind; wavy surface caused by drifting snow
alungaghute,center part of parka hood
alungutellegh,area in lee of building without much snow; snow bank
alwinanga,broad knife, similar to a scraper, on a long shaft, used for butchering whale in the water
amaaghaghagh,baby wolf; wolf cub
amaaghagh,baby bird; auklet chick; person who is too young for a given situation (slang)
amaa,wolf (Canis lupus)
amaghate,rope attached to harpoon
amaghllegh,overlapping slab(s) of ice along a crack in a field of sea ice
amaghnegh,seam; crack; fissure
amaghtu,humpback or pink salmon (Oncorhynchus gorbuscha)
amagyug,line down the middle of something; line down the back of a whale from the midarea to the fluke
amalighnegh,opposite, or back, side of something 
amasiigh,a game played by boys who throw a stick on a line
amelkestaaghhagh*,narrow thing
amelkestaagh,narrow thing
amel,breadth
ameltaarag,rare item
ameltutale,width; separation between things
ameriigaghagh,thin thing
amesugali,narrow thing; slim thing
amesuwali,thin thing
amghunegh,greedy person; grasping person
amgiwhta,sled runner trimming
amighagh,skin prepared for use on the hull of a skin boat
amigh,skin (especially of an animal)
amighqagh,skin prepared for use on the hull of a skin boat
amighqwaagh,bird skin
amighregagh,skin on body
amightu,burbot (Lota lota)
amig,door; doorway
amiiqagh,whole walrus skin
amiiragh,sealskin; pelt; skin
amiite,ice formation extending from sea ice over the shore to which it is frozen; ice that stretches from a floating or fast iceberg
amiiwragh,doorpost (especially of the traditional dome-shaped house, the mangteghapik)
amiklug,weasel; ermine (Mustela spp.)
aminakugh,open water left in newly formed sea ice fields due to gaps between the floes that join to form the fields; small patch of open water in heavy ice or the ice that surrounds open water
aminakwaagh,leftover
aminghagh,trimming from skin covering of boat
amiqlagh,bat 
amisiigh,a game in which a village is divided into two teams, each trying to outrun the other around the village
amitelqagh,thin bone in forearm; radius; longitudinal stringer or batten of skin boat
amitelqag,sewnup hole in skin hull of boat
amiwaagh,threshold
amle,crotch and upper leg area
amllaghwaagh,a certain thin seaweed; a certain troutlike fish
amlluqiiragh,vegetables of any kind; greens; in particular heartleafed saxifrage (Saxifraga punctata or Saxifraga nelsoniana)
amqeghuteg,vise
amsakaghtagh,small animal or person
amsakeghtagh,small animal or person
amsakelghii,small animal or person
amsakellegh,smaller one; smallest one
amsakenegh,smaller one; smallest one
amsanaghllug,calm day
amsanagh,calm day
amsungisagh,minke whale (Balaenoptera acutorostrata)
amwiiwhta,shoe of sled runner
amyag,mussel
amyengenghagh,small mussel shell
amyuqetagh,cruel person
amyuqetaghta,persecuter; tormenter
anaana,maternal aunt; mother's sister
anaavag,net on a pole used for catching birds; basket net for catching birds
anaghiitagh,crosspiece at front of sled
anaghllengiigh,blue fly
anagh,feces; excrement; rust
anagniighusigh,shaman's song for protection and safety
anagritagh,harness strap for reindeer
anagrite,harness strap for reindeer
anagutagh,stick used for striking or beating something
anagyagh,person who seems fated always to escape from dangerous situations; born survivor
analghu,large ice floe; piled ice or pressure ridge higher than surroundings
anaqeltaghagh,lead shot
anaqeltagh,lead shot
aneghnegh,breath; the way things are
anegh,ember
anengagh,older brother (specifically of male)
aneraaghinagh,putrifying thing
an'gaghagh,woman's brother's child; niece of a woman through her brother; nephew of a woman through her brother
angaghquusigh,conveyance
angag,maternal uncle; mother's brother
angalqaagh,game of some sort
angalqataasigh,hook for retrieving seals or birds; sling for hunting
angalqatagh,white wagtail (Motacilla alba); hook for retrieving seals or birds; sling for hunting
angangarqugh,ankle bone
angayuqagh,parent; boss
angayuqagh*,parent; boss
angayuqaghqagh,step, foster or adoptive parent
angayuqiilngugh*,orphan
angeghquusigh,means of transportation; stretcher
angeghrugnegh,determined person; persistent person
angenegh,bigger one; larger oneangenegh
angeyaghagh,orphan bull walrus
angeyeghagh,rogue walrus that eats other walruses and seals
angghuragh,noose made from rope
anglaagh,hole made for icefishing
anglagh,wish; desire
anglegute,sibling
anglegutkaghqagh,stepsibling; half-sibling
anglinaasigh,a certain of kind of edible plant
anglinghhagh,young man or woman
anglisaalgute,agemate; contemporary; peer; one with whom one has grown up
anglisaghagh,stepchild; adopted child; fosterchild
anglisaghta,stepparent; adoptive parent; foster parent; father who raises child without the mother
anglivig,motherland
anglu,seal breathing hole in ice
angmeghagh,whale type
angqagh,height; size
angqa,hip; thigh; person from a house located to the side (of this one or of ours)
angqapegtagh,spherical rock
angqaperug,round thing; circle; sphere
angqighagh,game played with a ball
angtaagh,mature bearded seal (Erignathus barbatus)
angtale,size
angtalgute,person of the same age; agemate
angtughhagh,grey whale (Eschrichtius robustus)
angtughpag,bull walrus
angukagh,dwarf fireweed; river beauty (plant) (Epilobium latifolium (or Chamaenerion latifolium))
angunegh,inner and outer stitches on skin boat
anguyag,enemy
angvagnegh,spoiled person; overprotected person; one who feels sorry for himself
angvalluqegtagh,oval thing; big thing
angvanegh,hollow behind or under shoulder blade and above collar bone
angwaaghta,paddler
angwaaghute,paddle
angyaatagh,food for use on boat trip; provisions
angyaghnag,very big boat
angyagh,boat, especially, open skin boat
angyaghpag,ship
angyaghqagh,boat building material
angyaghut,more than one boat
angyaghvigllag,the time of the great legendary flood
angyaghwaagh,oldtime wooden whaling boat
angyaleg,boat owner; captain
angyalegtagh,boat owner; boat captain
angyalleg,good boatsman
angyalligh,back of boat where captain sits
angyallighta,captain
angyangestagh,small boat used for hunting birds
angyapig,traditional skin boat
angyavag,large boat
angyeghetagh,food for use on boat trip; provisions; emergency clothes and food carried in a boat
angyeghnag,Alaska blackfish (Dallia pectoralis)
angyengestagh,small boat used for hunting birds
angyilghagh,rack for storing a boat
anighqute,wooly lousewort (Pedicularis lanata)
anigu,snow on ground
aniguvzeghagh,first snow on ground in fall
animaaghnagh,large walrus without tusks
aningughllug,obstacle
aningughvig,exit; outlet; a way out
aningwaagh,boil; carbuncle
anipaghllag,snowy owl (Nyctea scandiaca) (specifically)
anipa,owl; snowy owl (Nyctea scandiaca)
anleghagh,walrus moving south in fall
anuqataghagh,wind that is picking up; breeze
anuqeghrukutaaghllag,hurricane or similar storm
anuqe,wind
anuqesuusigh,weathervane; windsock
anuqetat,waves caused by the wind
anurga,permanent or eternal ice or snow
anusimingllaghagh,inmate of jail
anusimingllaghvig,jail; prison
anyene,onion
apaavag,fishhook
apaghyughlugh,great-grandfather
apalla,vagina
apallugh,chorus of song; the first part of an Eskimo song with verse following a part with melody only; reason behind something; cause
apangiighhagh,grandfather
apa,grandfather
apanqigute,honorary grandparent (not related by blood)
apapaaghusigh,gift of food in honor of new baby given by baby's parents going house to house
apapa,food (baby word)
apayepayiigh,spider
apeghseghugh,something that has been talked about; headlines (news)
apeghsughugh,honorable one; famous one; wellknown one
apeghtughiste,teacher
apeghtuusagh,rule; commandment; teaching
apenegh,talkative person; gossip (person who gossips)
apenghaate,fresh fluffy snow
apengllegh,small pressure ridge in sea ice field; ice pieces or pile on top of pressure ridge
apetagh,tattletale; informer
apetuqagh,lazy person
apumeg,soft snow or dirt
aputiisagh,gift; donation; meat given to someone near the site of butchering or met along the way
aqaleghyag,multicolored thing; motley thing; multihued thing
aqara,frozen layer of ice and snow over ground causing death of reindeer
aqavzig,cloudberry; lowbush salmonberry (Rubus chamaemorus)
aqayghagh,slimy green algae on rocks
aqeftaghaagh,skin bag
aqeftaghug,dulse (an edible seaweed) (Rhodymenia palmata)
aqelqagh,guest, visitor
aqelqiqfig,guest house; hotel
aqelughragh,walrus swimming in a certain direction
aqemghagh,effect that causes the husband of a pregnant woman to be unsucessful at hunting
aqergiigh,willow ptarmigan (Lagopus lagopus); rock ptarmigan (Lagopus mutus)
aqevgaghnag,thickbilled murre (Uria lomvia)
aqevghagh,emblem sew onto parka in recognition of expertise at something
aqevleghagh,small, dangling decoration on a parka
aqfasug,redbreasted merganser (Mergus serrator)(SLI meaning); pintail duck (Anas acuta)(Chukotka meaning)
aqighte,meteor
aqightute,meteor
aqiiyag,visitor from afar
aqimleghutagh,bottle
aqimle,liquor; bottle (especially of liquor)
aqlagha,cold air; coldness in the air
aqnighnegh,illness
aqnistalghii,one who is easily hurt
aqsaghmikute,back to back
aqsaghwaagh,the back part of man's parka
aqsag,back of animal
aqsaleg,pregnant woman
aqsallinegh,upper abdomen below sternum
aqsamug,belly; salmon belly
aqsa,belly; back of animal
aqsaqughiitagh,snack to keep the stomach from growling
aqsaqugh,stomach organ
aqumutagh,chair; seat
aqupiitagh,sled loadcover/mat to sit on (usually made of polar bear skin)
aqutaghwaagh,game for young boys, played with two sticks
aquutagh,rudder
aragyulga,small kettle for making hot beverage
arasqa,old walrus skin on a winter tent
aremaatagh,hook at end of kukilnget, the chain used for holding pot over sealoil lamp
argughagh,walrus going west or south
arguta,leash or tether to hold whip to sled
ari,land or river otter (Lutra canadensis); sea otter (Enhydra lutris) 
arkamaaka,corner pole of the aagra, the insulated inner room of traditional dome-shaped house
armi,army
arughsit,houses seen from a distance offshore
asaghlag,gills
asaghrag,gills
asag,paternal aunt; one's father's sister
asalughagh,anvil or thing used as an anvil
aseghena,very slightly salty water; brackish water
asighnegh,standard size bundle of something
asighutagh,strap; rope or cord for tying things in a bundle; cord or rope by which rocks are hung anchoring walrus skin roofing on the traditional dome-shaped house, the mangteghapik
asiigh,fancy border at hem of parka; part of trunk below waist
asiighwaagh,colored trim hem of parka
asiilpag,rear half of a whale
asiliqutagh,pad put under a thing to raise it, to protect the surface underneath, catch a leak, etc.; base
asingiitagh,roller used to move a boat on the beach
asingilngugh,bottomless thing; very deep lake
asi,tip of harpoon that is tied to a rope; area under; lower part; area in the winter tent where the head of the bed is located; back part of a quadruped animal
asipgag,skirt
asit,stitches on the bow of a skin boat on the inner and outer surfaces
asivagh,east; wind from east
asugh,flint
ataata,paternal uncle; father's brother
ataglaawa,rope tied onto sled
atakaghqagh,step, foster or adoptive father
atalgute,paternal uncle's child; parallel cousin on father's side
atalughagh,small chunk of whale blubber with slices made in the fat down to the chewy layer to facilitate eating (by tearing off pieces)
atanegh,boss; chief; lord; God; main internal pole of the traditional dome-shaped house, the mangteghapik
atanghuyugnegh,bossy person
ata,father
atarinegh,the place on a split walrus hide where the two sides remain attached to each other
ateghaasigh,ceremonial clothes
ateghagh,substitute name; middle name; name of household pet; ceremony held in spring to mark the beginning of spring hunting
ategherkagh,mountain spur
ategh,name
atengpa,calling for exchange
atghii,gradual slope
atghileg,middle finger
atghilegtaagh,a contest of strength in which contestants pull each other's hooked middle fingers
atghilengestagh,middle toe
atghilgute,loop for middle finger at end of a sling
atightullegh,way of reading; reading material
atkug,parka
atkuraaghllag,sheepskin coat
atkuraagh,garment made from sealskin with European material sewed on it
atkurraag,shabby parka
atkuyaagh,dress; EuroAmerican style garment
atkuyaag,dress; shirt
atneghagh,point of land; cape
atngaghutagh,woman's tattoo on the sides of her nose; front seam with piping on skinboot
atngaghutaleg,dog with a "masked" face
atngaghute,woman's tattoo on the sides of her nose; front seam with piping on skinboot
atugh,useful thing; thing being used; singing
atught3,singer of Eskimo songs
atungagh,sole of boot
atungag,hide of sea mammal (especially bearded seal); bearded seal or other sea mammal skin before it is dried
atunraagh,skin of a young bearded seal 
atuqumtaagh,thing that is frequently used
atuute,Eskimo song
avaaneghllug,persistent unrelieved pain
avamsuggagh*,nothing at all
ava,cyst
avaqutaghagh,part of a skin boat (upper part of rib?)
avaqutaghllulghii,a woman who gives birth only to children that die
avaqutagh,child, offspring
avaqutalqusigh,child (offspring, approx. 3-10 years old)
avayagh,branch; prong on reindeer antler
aveg,half
avegtughagh,tidbit of food; pipe tobacco
avenagh,energetic person
avenqaayug,fellow clan member
avenqagh,partition; fellow clan member
aviilghwaagh,cry of whale or bearded seal
aviillegh,absence
aviite,song that women perfom when a whale has been caught
avlawa,flour
avleqaghtagh,bola
avute,cause; excuse; reason behind something
awakaghaani,right on the other side of it; on the very next day
awalighagh,drifting ice outside of the pack ice
awalighhagh,the one right on the other side of something
awalighnegh,the other side
awaligh,the one on the other side
awaliisagh,food or  other item brought over as a gift
awalmig,husk (?)
awatagh,sealskin float or poke
awataghpag,sealskin float or poke
awataghpawaagh,cumulous cloud; acorn
awata,area on the other side; last year
awatiiteg,twin looped anchor thong attached to flippers of a sealskin harpoonline float
awatkaghtagh,thing of last year; thing from the other side
awazigh,relative (kin); fellow clan member
awenkullagh,thing that has been used or kept for quite a while
awenrale,relative (kin); fellow clan member
awergha,valuable pelt; furbearer
awisu,king salmon (Oncorhynchus tschawytscha)
awnisghwa,large female ring seal (Phoca hispada)
aw,over there
ayaawagh,blubber used in stove to make the firewood burn better and hotter
ayagagh,weight; barbell; rock for exercising
ayagleghagh,tiller for boat
ayagmigagh,helm of boat
ayag,harpoon shaft; spear
ayagusiitagh,center seal oillamp of the tent
ayagutagh,implement used to push boat away from ice or ice away from the boat; permanent support in a tent
ayagute,push pole; wick adjuster for seal oil lamp; whale harpoon without explosives; pole for skin tent; internal pole of the traditional dome-shaped house
ayagyu,temporary skin or canvas tent hung up inside a dwelling as a sleeping area to increase warmth at night
ayakaqayug,lead (metal); solder
ayakutagh,cheekbone; side of face
ayallagh,object or person on which a shaman sits during his shamanistic activity for his flight
ayallaghwaagh,cutting board for use in skin sewing
ayapghaatagh,mitten
ayapghute,bone in forearm (either radius or ulna)
ayaqighfig,armrest
ayaqighutagh,backrest
ayaviigh,walking stick; cane
ayaviileg,daddylong-legs type of spider; grasshopper
ayaviiqullegh,clapping of a bird's wings on the ground
ayemkaghagh,homemade chewing gum
ayemquteg,field of jumbled pieces of windblown sea ice, weak in places, often near the shore and limiting travel and hunting; broken cake ice
ayengqeghragh,snare for catching cormorants
aygughara,flock of birds heading north in the morning
aygughnite,ice blown into a cake by wind against a southern shore
aygugh,north
aymaake,carcass; gunstock
aymalqe,humerus; femur
ayngalqiwa,net made from reindeer sinew used to entrap furbearing animals
ayngananga,musical instrument; piano; phonograph
aynganghinegh,trap used for mountain sheep
ayngelite,wall of ice formed along shore or shorefast ice
ayngughagh,type of volcanic rock that floats
ayngusigh,willow used in making chewing gum
aynguusig,overalls made from seal skin
ayughaayag,herd of bull walrus on ice north of Gambell
ayumigh*,long ago; year
ayumightagh,thing of long ago
ayumiinegh,folktale narrator; storyteller
ayumiqullegh,year
ayumiqute,next year
ayumiquyagu,next year; the following year
ayungkaghagh,homemade chewing gum 
ayuqlightagh,large boat used by mainland Alaskan Eskimos
ayvegh,walrus (Obodenus divergens)
ayviquma,female walrus with calf or calves
aywaa,north; north side; the north
aywaapig,north
aywaaraawa,reindeer parietal bone with antlers removed so that brain can be eaten 
azigutagh,shelter of rocks, snow, etc.; shield
eflugagh,floor
efluge,floor
efteghhilngugh*,the solid component of sea mammal fat
efteghilngugh*,the solid component of sea mammal fat
eftegh,liquid component of sea mammal fat
efteghrug,stem, hard, of a certain kelp
eftugh,sound of gunshot; deep popping sound
eftullunaagh,loud rumbling noise
eggegkagh,dish of finely minced fresh willow leaves, minced reindeer fat and fresh seal blood
eggmiigh,thing held with teeth
eghhe,dermatitis; dry, flaky, whitish skin patch especially on the face
eghnegh,day; today
eghqaagh,redthroated loon (Gavia stellata)
egkugh,back of room or land area; headwaters of river; inland part
egllipa,Russian sourdough bread
egllug,stove
egllu,stove (dual, 'eglluk', generally used for one stove)
egmightaatagh,competition (in singing, wrestling, etc.); contest
egsug,upper part of animal hide near scalp
egtughyagh,legendary creature; lemminglike creature; sea-squirt-like creature
egtugnegh,heartbeat; pulse
